Generation,Individual,x1,x2,Fitness
1,31,1.819406,-0.126594,12.102373
1,32,1.674484,0.080589,18.633986
1,33,3.943948,1.428806,37.226075
1,34,-1.123214,-4.271392,33.696539
1,35,1.539276,0.104624,24.161336
1,36,-3.778240,4.892549,48.640838
1,37,1.539276,0.104624,24.161336
1,38,-2.141618,-0.661552,24.004274
1,39,5.043983,-3.109105,37.746883
1,40,2.458465,-3.109105,37.631127
1,41,5.044418,-1.874858,32.283406
1,42,2.954767,-0.889684,12.230890
1,43,-0.958564,-3.404980,31.119826
1,44,0.176557,1.240641,16.530095
1,45,0.145970,-0.166153,8.940192
1,46,-3.797888,-0.661552,37.173602
1,47,-3.885798,3.124824,30.250873
1,48,1.819406,-0.126594,12.102373
1,49,-3.378393,0.080589,29.895032
2,0,2.954767,-3.404980,38.995783
2,1,-2.968929,-3.109105,20.930189
2,2,-0.958564,-1.874858,7.706179
2,3,-0.958564,1.240641,12.207320
2,4,5.044418,-3.109105,37.758769
2,5,0.145970,-1.874858,10.390837
2,6,2.954767,-1.114277,12.842342
2,7,1.539276,-1.827512,30.726253
2,8,-2.968929,1.856962,16.226800
2,9,-2.968929,1.856962,16.226800
2,10,-0.206776,-1.114277,11.070699
2,11,2.954767,2.881789,20.070351
2,12,-1.123214,-4.271392,33.696539
2,13,3.738310,-3.975475,40.631710
2,14,-0.206776,1.223447,17.196356
2,15,-1.582840,-0.166153,26.180768
2,16,-2.968929,1.856962,16.226800
2,17,3.632738,0.080589,31.177125
2,18,1.674484,0.080589,18.633986
2,19,1.539276,0.200363,29.038075
2,20,5.044418,-3.003299,34.855034
2,21,5.043983,-1.874858,32.271520
2,22,0.145970,-0.126594,6.956625
2,23,-0.206776,1.240641,18.311634
2,24,-4.296678,-3.109105,43.278145
2,25,0.176557,1.240641,16.530095
2,26,4.515677,-4.686860,76.173460
2,27,1.674484,0.080589,18.633986
2,28,-0.017298,-1.114277,3.769835
2,29,-3.378393,0.080589,29.895032
2,30,-0.017298,-3.754722,23.860605
2,31,2.954767,-3.109105,21.057499
2,32,-0.958564,3.055934,11.205817
2,33,0.176557,-3.109105,17.504317
2,34,-0.958564,1.240641,12.207320
2,35,5.044418,0.521648,46.012834
2,36,0.145970,0.080589,5.201811
2,37,-0.936527,-1.114277,5.372379
2,38,2.615622,1.856962,31.539000
2,39,3.738310,-1.874858,31.159143
2,40,-0.958564,4.895697,27.295380
2,41,2.954767,-0.889684,12.230890
2,42,-3.885798,-0.166153,22.564929
2,43,1.819406,1.231140,19.419695
2,44,-1.123214,0.080589,5.372963
2,45,4.755584,-3.109105,44.190484
2,46,0.145970,-0.166153,8.940192
2,47,2.954767,3.654587,38.130111
2,48,-0.958564,-0.166153,6.255534
2,49,-2.968929,1.856962,16.226800
3,0,-0.936527,0.080589,2.923148
3,1,0.145970,-3.404980,33.804484
3,2,1.674484,0.080589,18.633986
3,3,-0.958564,-3.003299,10.277807
3,4,-0.958564,-1.874858,7.706179
3,5,5.043983,-3.109105,37.746883
3,6,-2.968929,1.856962,16.226800
3,7,-0.206776,-1.874858,13.810493
3,8,-0.958564,-0.166153,6.255534
3,9,-0.206776,-1.114277,11.070699
3,10,-0.017298,0.685659,14.462866
3,11,-3.378393,0.080589,29.895032
3,12,4.556710,4.895697,66.175000
3,13,0.145970,2.881789,14.879052
3,14,-0.958564,-1.874858,7.706179
3,15,-0.958564,-1.114277,4.966385
3,16,-0.958564,4.380074,37.733751
3,17,-0.958564,-3.841118,20.592577
3,18,0.145970,0.080589,5.201811
3,19,0.145970,0.080589,5.201811
3,20,1.267036,-1.114277,16.384265
3,21,0.145970,-3.003299,12.962465
3,22,0.145970,0.080589,5.201811
3,23,-0.958564,1.240641,12.207320
3,24,1.674484,1.092109,20.193847
3,25,-2.968929,1.856962,16.226800
3,26,-0.206776,1.240641,18.311634
3,27,-0.206776,-2.649772,30.270915
3,28,0.145970,-3.109105,15.866200
3,29,-0.958564,-0.166153,6.255534
3,30,-0.017298,1.223447,9.895492
3,31,-2.968929,3.591217,40.303408
3,32,-3.885798,-0.166153,22.564929
3,33,1.674484,0.080589,18.633986
3,34,-2.968929,1.856962,16.226800
3,35,-1.123214,-3.754722,27.912965
3,36,-2.968929,2.881789,19.943042
3,37,-1.123214,0.080589,5.372963
3,38,-0.128989,1.240641,14.076457
3,39,-0.206776,-3.754722,31.161470
3,40,-0.206776,-1.114277,11.070699
3,41,1.819406,1.231140,19.419695
3,42,1.674484,-1.114277,21.083217
3,43,3.738310,-1.874858,31.159143
3,44,-0.958564,-1.874858,7.706179
3,45,0.145970,-1.874858,10.390837
3,46,1.813963,0.080589,10.640143
3,47,-2.968929,1.856962,16.226800
3,48,0.145970,1.240641,14.891978
3,49,-0.017298,-0.166153,5.058984
4,0,-0.958564,-0.166153,6.255534
4,1,-3.885798,-0.166153,22.564929
4,2,-0.958564,0.477012,21.379262
4,3,-2.968929,1.240641,19.955968
4,4,1.267036,4.712284,47.227022
4,5,-2.968929,1.856962,16.226800
4,6,0.145970,-3.003299,12.962465
4,7,0.145970,1.240641,14.891978
4,8,-5.036710,3.814900,46.221020
4,9,-1.123214,-1.114277,7.822194
4,10,1.674484,2.881789,28.311226
4,11,0.984379,1.223447,10.853319
4,12,0.145970,0.080589,5.201811
4,13,-0.128989,1.240641,14.076457
4,14,-2.968929,1.856962,16.226800
4,15,0.145970,0.464926,23.914822
4,16,-2.968929,1.856962,16.226800
4,17,0.145970,0.080589,5.201811
4,18,-0.958564,-1.874858,7.706179
4,19,-0.206776,-1.874858,13.810493
4,20,-2.968929,1.856962,16.226800
4,21,-0.958564,-3.003299,10.277807
4,22,-2.968929,0.080589,10.265801
4,23,-0.958564,4.380074,37.733751
4,24,0.145970,1.223447,13.776700
4,25,-3.466176,0.080589,33.050700
4,26,-0.017298,0.685659,14.462866
4,27,0.145970,1.856962,11.162810
4,28,-2.968929,1.856962,16.226800
4,29,1.674484,0.080589,18.633986
4,30,-5.025116,4.104938,44.322616
4,31,-0.206776,2.806426,21.764648
4,32,-0.936527,0.080589,2.923148
4,33,-0.958564,1.092109,4.077015
4,34,-2.968929,1.240641,19.955968
4,35,-0.958564,2.622164,25.327527
4,36,-1.123214,-0.166153,9.111343
4,37,-1.123214,0.080589,5.372963
4,38,-3.378393,0.685659,43.037295
4,39,-0.206776,1.856962,14.582467
4,40,1.674484,0.080589,18.633986
4,41,0.145970,0.080589,5.201811
4,42,0.145970,1.240641,14.891978
4,43,-0.128989,1.240641,14.076457
4,44,-0.958564,-1.114277,4.966385
4,45,-0.206776,-1.874858,13.810493
4,46,-1.123214,0.080589,5.372963
4,47,0.145970,0.080589,5.201811
4,48,0.145970,0.080589,5.201811
4,49,-3.178332,-1.874858,22.199744
5,0,0.984379,1.856962,8.239430
5,1,-0.936527,0.080589,2.923148
5,2,0.145970,-3.003299,12.962465
5,3,0.145970,0.464926,23.914822
5,4,3.432227,0.477012,51.010543
5,5,-1.759403,0.080589,13.766359
5,6,0.145970,-0.166153,8.940192
5,7,-0.958564,-1.114277,4.966385
5,8,-1.123214,0.080589,5.372963
5,9,1.674484,3.099028,28.850762
5,10,-0.958564,0.080589,2.517154
5,11,-2.968929,0.080589,10.265801
5,12,-2.968929,1.240641,19.955968
5,13,-0.206776,1.856962,14.582467
5,14,0.145970,-1.874858,10.390837
5,15,0.145970,0.080589,5.201811
5,16,0.145970,0.080589,5.201811
5,17,-0.206776,-1.874858,13.810493
5,18,-0.958564,0.477012,21.379262
5,19,-1.123214,0.080589,5.372963
5,20,-0.958564,1.092109,4.077015
5,21,0.145970,0.080589,5.201811
5,22,2.381139,1.856962,30.230599
5,23,-0.936527,0.080589,2.923148
5,24,0.287492,-3.003299,21.438599
5,25,-2.968929,1.240641,19.955968
5,26,-2.968929,-4.043309,25.720823
5,27,0.145970,1.856962,11.162810
5,28,0.145970,0.231770,12.851292
5,29,-0.958564,-0.166153,6.255534
5,30,-0.958564,-1.114277,4.966385
5,31,0.145970,0.080589,5.201811
5,32,0.984379,1.223447,10.853319
5,33,0.145970,0.080589,5.201811
5,34,-0.206776,2.540920,33.487736
5,35,-0.958564,4.811258,30.649431
5,36,-2.968929,1.856962,16.226800
5,37,-0.936527,0.685659,16.065411
5,38,0.145970,1.240641,14.891978
5,39,0.145970,0.080589,5.201811
5,40,-0.017298,-1.114277,3.769835
5,41,-0.958564,1.092109,4.077015
5,42,0.145970,0.080589,5.201811
5,43,-0.958564,4.380074,37.733751
5,44,2.134165,-3.003299,16.924217
5,45,0.145970,0.464926,23.914822
5,46,-0.958564,0.477012,21.379262
5,47,-0.128989,0.080589,4.386291
5,48,0.145970,2.622164,28.012184
5,49,0.145970,0.080589,5.201811
6,0,-0.206776,-1.874858,13.810493
6,1,-2.968929,0.080589,10.265801
6,2,-0.958564,-2.013444,5.345467
6,3,-0.958564,-1.114277,4.966385
6,4,-0.936527,0.080589,2.923148
6,5,-4.208264,-4.043309,41.833439
6,6,-0.958564,-0.166153,6.255534
6,7,0.145970,0.080589,5.201811
6,8,0.145970,0.080589,5.201811
6,9,0.721204,0.080589,13.580889
6,10,0.145970,0.080589,5.201811
6,11,-0.958564,1.092109,4.077015
6,12,-0.936527,-3.029558,11.012022
6,13,0.145970,0.080589,5.201811
6,14,-1.187517,0.080589,8.845681
6,15,-0.206776,0.080589,8.621468
6,16,-0.958564,1.092109,4.077015
6,17,0.145970,0.080589,5.201811
6,18,-0.958564,0.080589,2.517154
6,19,0.145970,0.080589,5.201811
6,20,-0.958564,-1.114277,4.966385
6,21,-0.936527,0.080589,2.923148
6,22,0.145970,0.464926,23.914822
6,23,-0.958564,-1.114277,4.966385
6,24,0.145970,0.231770,12.851292
6,25,0.145970,0.080589,5.201811
6,26,-2.968929,1.856962,16.226800
6,27,0.145970,0.080589,5.201811
6,28,0.145970,0.080589,5.201811
6,29,0.143130,1.223447,13.635188
6,30,-1.759403,0.080589,13.766359
6,31,0.145970,1.092109,6.761673
6,32,-1.123214,0.080589,5.372963
6,33,4.398720,-1.114277,41.101909
6,34,-0.958564,-1.874858,7.706179
6,35,0.145970,1.856962,11.162810
6,36,-1.123214,0.080589,5.372963
6,37,-0.958564,0.080589,2.517154
6,38,0.145970,1.841978,11.870603
6,39,0.145970,0.080589,5.201811
6,40,0.145970,-1.874858,10.390837
6,41,-0.958564,0.080589,2.517154
6,42,-0.958564,0.477012,21.379262
6,43,-0.017298,0.080589,1.320603
6,44,0.145970,0.080589,5.201811
6,45,-3.589884,0.080589,32.595738
6,46,-0.017298,-1.114277,3.769835
6,47,0.145970,-1.114277,7.651043
6,48,-0.958564,0.080589,2.517154
6,49,0.145970,1.856962,11.162810
7,0,0.145970,0.080589,5.201811
7,1,0.145970,0.080589,5.201811
7,2,-0.958564,-1.114277,4.966385
7,3,-0.017298,0.080589,1.320603
7,4,-1.187517,3.902278,24.638680
7,5,0.024943,0.080589,1.384479
7,6,-0.958564,0.080589,2.517154
7,7,-0.958564,0.477012,21.379262
7,8,-0.958564,-1.114277,4.966385
7,9,-0.958564,0.080589,2.517154
7,10,-0.017298,-1.114277,3.769835
7,11,-0.958564,0.080589,2.517154
7,12,0.721204,0.080589,13.580889
7,13,4.398720,-1.114277,41.101909
7,14,-0.958564,-1.114277,4.966385
7,15,-0.958564,0.080589,2.517154
7,16,-0.936527,0.231770,10.572629
7,17,0.145970,0.080589,5.201811
7,18,-2.968929,-3.024551,18.271156
7,19,0.145970,0.080589,5.201811
7,20,-0.958564,0.080589,2.517154
7,21,-0.017298,0.080589,1.320603
7,22,0.145970,0.080589,5.201811
7,23,-0.206776,-1.874858,13.810493
7,24,-0.958564,0.080589,2.517154
7,25,-0.017298,0.080589,1.320603
7,26,-0.958564,-4.097290,19.854569
7,27,0.145970,1.841978,11.870603
7,28,-1.187517,1.092109,10.405542
7,29,-0.958564,0.080589,2.517154
7,30,-0.936527,0.080589,2.923148
7,31,-2.968929,0.080589,10.265801
7,32,0.145970,0.080589,5.201811
7,33,-0.936527,0.080589,2.923148
7,34,-0.958564,0.080589,2.517154
7,35,0.145970,0.080589,5.201811
7,36,-0.017298,-1.114277,3.769835
7,37,-0.017298,0.080589,1.320603
7,38,-2.968929,1.856962,16.226800
7,39,0.145970,-1.114277,7.651043
7,40,0.145970,0.080589,5.201811
7,41,-0.958564,0.080589,2.517154
7,42,0.145970,0.080589,5.201811
7,43,0.145970,2.513112,30.222325
7,44,-0.017298,2.063291,5.096819
7,45,-0.936527,0.080589,2.923148
7,46,-1.187517,1.813747,16.974965
7,47,0.145970,0.080589,5.201811
7,48,-0.958564,-1.114277,4.966385
7,49,-0.936527,0.080589,2.923148
8,0,-0.017298,0.080589,1.320603
8,1,0.145970,0.080589,5.201811
8,2,-0.242042,0.080589,10.820104
8,3,0.145970,0.080589,5.201811
8,4,0.145970,0.080589,5.201811
8,5,-0.958564,0.080589,2.517154
8,6,-0.017298,0.080589,1.320603
8,7,0.145970,0.080589,5.201811
8,8,-0.958564,0.080589,2.517154
8,9,-0.958564,0.080589,2.517154
8,10,-0.958564,-1.114277,4.966385
8,11,-0.958564,0.080589,2.517154
8,12,0.145970,0.080589,5.201811
8,13,0.145970,0.080589,5.201811
8,14,-0.958564,0.080589,2.517154
8,15,-0.017298,0.080589,1.320603
8,16,3.590780,-1.114277,35.021164
8,17,-0.017298,2.063291,5.096819
8,18,-2.968929,0.080589,10.265801
8,19,-0.958564,0.080589,2.517154
8,20,0.145970,0.080589,5.201811
8,21,-0.958564,0.080589,2.517154
8,22,0.145970,0.080589,5.201811
8,23,-0.958564,0.080589,2.517154
8,24,-0.958564,0.879174,4.774744
8,25,-0.017298,0.080589,1.320603
8,26,-0.121559,0.080589,4.053797
8,27,-0.958564,0.080589,2.517154
8,28,0.024943,1.856962,7.345478
8,29,-0.017298,0.080589,1.320603
8,30,0.145970,0.080589,5.201811
8,31,-0.958564,0.080589,2.517154
8,32,-0.017298,0.080589,1.320603
8,33,-0.017298,-1.114277,3.769835
8,34,-0.958564,-1.114277,4.966385
8,35,-0.958564,0.080589,2.517154
8,36,0.024943,0.080589,1.384479
8,37,-0.017298,-2.018459,4.200661
8,38,-0.017298,0.080589,1.320603
8,39,0.145970,0.080589,5.201811
8,40,-0.017298,0.080589,1.320603
8,41,-1.187517,0.080589,8.845681
8,42,-0.017298,-1.114277,3.769835
8,43,0.145970,0.080589,5.201811
8,44,-0.958564,-1.114277,4.966385
8,45,-0.958564,0.072609,2.283852
8,46,-0.017298,-1.114277,3.769835
8,47,0.145970,0.080589,5.201811
8,48,-0.958564,0.080589,2.517154
8,49,0.145970,0.080589,5.201811
9,0,0.024943,0.080589,1.384479
9,1,-0.958564,0.080589,2.517154
9,2,-0.958564,-1.114277,4.966385
9,3,-0.017298,0.080589,1.320603
9,4,-0.017298,-1.114277,3.769835
9,5,0.145970,0.080589,5.201811
9,6,-0.017298,0.080589,1.320603
9,7,-0.958564,-1.114277,4.966385
9,8,-0.958564,0.080589,2.517154
9,9,-0.017298,0.080589,1.320603
9,10,-0.958564,0.080589,2.517154
9,11,-0.958564,0.080589,2.517154
9,12,-0.017298,2.063291,5.096819
9,13,-0.958564,1.000595,2.257113
9,14,-0.017298,-1.114277,3.769835
9,15,-0.017298,0.080589,1.320603
9,16,0.024943,0.080589,1.384479
9,17,-0.017298,0.080589,1.320603
9,18,0.145970,0.080589,5.201811
9,19,2.252321,0.080589,16.480057
9,20,-0.958564,0.080589,2.517154
9,21,-0.017298,-2.950929,9.238843
9,22,-0.509785,0.080589,21.502288
9,23,-0.017298,0.879174,3.578194
9,24,-0.017298,-2.018459,4.200661
9,25,-0.017298,0.080589,1.320603
9,26,0.145970,0.080589,5.201811
9,27,-0.017298,0.879174,3.578194
9,28,-0.958564,0.080589,2.517154
9,29,-0.958564,0.080589,2.517154
9,30,-0.017298,-1.114277,3.769835
9,31,-0.017298,0.080589,1.320603
9,32,2.995735,0.080589,10.239319
9,33,-0.958564,0.879174,4.774744
9,34,-0.017298,0.080589,1.320603
9,35,-0.958564,0.080589,2.517154
9,36,0.024943,0.080589,1.384479
9,37,-0.017298,3.861539,18.522319
9,38,-0.017298,0.080589,1.320603
9,39,-0.958564,0.080589,2.517154
9,40,-0.017298,0.080589,1.320603
9,41,-0.017298,2.063291,5.096819
9,42,-0.017298,0.080589,1.320603
9,43,0.145970,0.080589,5.201811
9,44,-0.958564,0.080589,2.517154
9,45,-0.958564,0.080589,2.517154
9,46,-0.958564,-1.114277,4.966385
9,47,-0.958564,-1.626695,20.897342
9,48,1.051291,0.879174,5.138915
9,49,-0.017298,0.080589,1.320603
10,0,-0.017298,0.080589,1.320603
10,1,-0.958564,0.080589,2.517154
10,2,-0.958564,0.080589,2.517154
10,3,-0.017298,0.080589,1.320603
10,4,-0.958564,0.080589,2.517154
10,5,-0.958564,0.080589,2.517154
10,6,0.663955,0.080589,16.848980
10,7,-0.958564,0.080589,2.517154
10,8,0.024943,0.080589,1.384479
10,9,-0.017298,0.879174,3.578194
10,10,-0.958564,0.080589,2.517154
10,11,-0.958564,0.080589,2.517154
10,12,-0.017298,-1.114277,3.769835
10,13,-0.017298,0.080589,1.320603
10,14,0.145970,0.080589,5.201811
10,15,1.510054,0.080589,23.521618
10,16,0.024943,0.080589,1.384479
10,17,-0.017298,0.080589,1.320603
10,18,-0.017298,0.080589,1.320603
10,19,-0.958564,0.080589,2.517154
10,20,-0.958564,0.080589,2.517154
10,21,-0.958564,1.000595,2.257113
10,22,1.051291,-1.114277,5.330555
10,23,1.482231,0.080589,23.396048
10,24,4.573256,0.080589,41.135246
10,25,-0.017298,0.080589,1.320603
10,26,-0.958564,0.080589,2.517154
10,27,-0.017298,0.080589,1.320603
10,28,-0.017298,2.063291,5.096819
10,29,-0.958564,0.080589,2.517154
10,30,-0.017298,0.080589,1.320603
10,31,-0.017298,0.080589,1.320603
10,32,1.178673,0.080589,8.317494
10,33,-0.017298,0.080589,1.320603
10,34,-0.017298,0.080589,1.320603
10,35,-0.017298,0.080589,1.320603
10,36,-0.017298,0.080589,1.320603
10,37,-0.958564,0.080589,2.517154
10,38,0.024943,0.080589,1.384479
10,39,-0.017298,0.080589,1.320603
10,40,-0.017298,0.879174,3.578194
10,41,-0.017298,0.879174,3.578194
10,42,-0.958564,-3.448900,32.639739
10,43,0.024943,0.080589,1.384479
10,44,-0.958564,-1.114277,4.966385
10,45,-4.166082,0.879174,25.843326
10,46,-0.017298,-1.114277,3.769835
10,47,-0.017298,-2.729246,18.808432
10,48,-0.958564,0.080589,2.517154
10,49,-0.017298,0.080589,1.320603
11,0,-0.017298,0.080589,1.320603
11,1,-0.958564,0.080589,2.517154
11,2,0.663955,0.080589,16.848980
11,3,-0.958564,-1.108651,4.726083
11,4,-0.472147,0.080589,21.331483
11,5,-0.017298,0.080589,1.320603
11,6,-0.017298,0.080589,1.320603
11,7,-0.958564,0.080589,2.517154
11,8,-0.017298,0.080589,1.320603
11,9,-0.017298,0.080589,1.320603
11,10,-0.017298,0.080589,1.320603
11,11,-0.017298,0.080589,1.320603
11,12,-0.017298,2.802428,14.678019
11,13,-0.017298,0.080589,1.320603
11,14,0.091513,0.080589,2.877707
11,15,1.356881,0.080589,19.324461
11,16,-0.017298,0.080589,1.320603
11,17,-0.958564,-1.114277,4.966385
11,18,-0.017298,0.080589,1.320603
11,19,-0.017298,0.080589,1.320603
11,20,-0.958564,0.080589,2.517154
11,21,1.482231,1.400358,42.199116
11,22,-0.017298,0.080589,1.320603
11,23,-0.017298,0.080589,1.320603
11,24,-0.958564,0.080589,2.517154
11,25,-0.017298,0.080589,1.320603
11,26,-0.017298,0.080589,1.320603
11,27,-2.366721,0.080589,23.556512
11,28,-0.017298,0.080589,1.320603
11,29,-0.017298,0.080589,1.320603
11,30,-0.017298,0.879174,3.578194
11,31,-0.958564,0.080589,2.517154
11,32,-0.017298,0.080589,1.320603
11,33,1.992093,0.080589,5.242074
11,34,-0.017298,0.080589,1.320603
11,35,-0.017298,0.080589,1.320603
11,36,-0.017298,0.013398,0.094896
11,37,0.024943,0.080589,1.384479
11,38,-0.017298,0.080589,1.320603
11,39,-0.958564,0.080589,2.517154
11,40,0.024943,0.080589,1.384479
11,41,0.145970,0.080589,5.201811
11,42,-0.017298,0.080589,1.320603
11,43,-1.529464,-4.513358,62.503590
11,44,-0.958564,0.080589,2.517154
11,45,-0.017298,0.080589,1.320603
11,46,-0.958564,0.080589,2.517154
11,47,0.024943,0.080589,1.384479
11,48,-0.958564,0.080589,2.517154
11,49,-0.017298,0.080589,1.320603
12,0,-0.017298,0.080589,1.320603
12,1,-0.017298,0.080589,1.320603
12,2,-0.017298,0.080589,1.320603
12,3,-0.017298,0.080589,1.320603
12,4,2.993461,0.080589,10.230551
12,5,-0.017298,0.080589,1.320603
12,6,-0.017298,0.080589,1.320603
12,7,-0.017298,3.676614,28.026099
12,8,0.145970,0.080589,5.201811
12,9,-0.017298,0.080589,1.320603
12,10,-0.017298,0.080589,1.320603
12,11,-0.958564,-1.114277,4.966385
12,12,-0.017298,-4.736800,33.324980
12,13,-0.017298,0.080589,1.320603
12,14,-0.958564,0.080589,2.517154
12,15,-0.958564,0.080589,2.517154
12,16,-0.017298,0.080589,1.320603
12,17,-0.017298,0.080589,1.320603
12,18,-0.958564,2.489964,27.435901
12,19,-0.017298,-0.584388,19.027736
12,20,-0.017298,0.080589,1.320603
12,21,-0.017298,0.080589,1.320603
12,22,-0.017298,0.080589,1.320603
12,23,0.024943,0.013398,0.158771
12,24,-0.017298,-1.078733,2.421839
12,25,-0.017298,-4.260518,28.871691
12,26,-0.017298,0.080589,1.320603
12,27,-0.017298,0.080589,1.320603
12,28,-4.494250,0.080589,41.453061
12,29,-0.017298,0.080589,1.320603
12,30,-0.017298,0.080589,1.320603
12,31,-0.017298,0.080589,1.320603
12,32,-0.017298,0.080589,1.320603
12,33,-1.004129,0.080589,2.272942
12,34,0.024943,0.080589,1.384479
12,35,-0.017298,0.080589,1.320603
12,36,-0.017298,0.080589,1.320603
12,37,-1.221496,0.013398,9.746220
12,38,-0.958564,0.080589,2.517154
12,39,-0.958564,0.080589,2.517154
12,40,-0.017298,0.080589,1.320603
12,41,-0.017298,0.013398,0.094896
12,42,-0.958564,0.080589,2.517154
12,43,-0.017298,0.080589,1.320603
12,44,-0.017298,0.080589,1.320603
12,45,-0.017298,0.013398,0.094896
12,46,-0.017298,0.080589,1.320603
12,47,-0.017298,-1.114277,3.769835
12,48,0.024943,1.414909,20.729646
12,49,-0.472147,0.080589,21.331483
13,0,-0.017298,1.583782,21.213802
13,1,-1.221496,0.013398,9.746220
13,2,-0.017298,0.080589,1.320603
13,3,-0.017298,0.080589,1.320603
13,4,-0.958564,0.080589,2.517154
13,5,-1.390006,0.080589,20.898774
13,6,-0.017298,0.080589,1.320603
13,7,-0.017298,0.080589,1.320603
13,8,-0.053687,0.080589,1.827761
13,9,-0.017298,0.080589,1.320603
13,10,-0.958564,0.080589,2.517154
13,11,-0.017298,0.080589,1.320603
13,12,-0.017298,0.080589,1.320603
13,13,-0.017298,-2.184850,10.852721
13,14,-0.017298,-2.034674,4.435581
13,15,-0.017298,0.080589,1.320603
13,16,-0.017298,3.676614,28.026099
13,17,-0.017298,0.080589,1.320603
13,18,-0.017298,0.080589,1.320603
13,19,0.024943,0.080589,1.384479
13,20,-0.017298,0.013398,0.094896
13,21,-0.017298,0.080589,1.320603
13,22,-0.017298,0.080589,1.320603
13,23,-0.017298,0.080589,1.320603
13,24,-0.017298,0.013398,0.094896
13,25,-0.017298,0.080589,1.320603
13,26,-0.017298,0.080589,1.320603
13,27,1.774131,0.080589,12.898424
13,28,0.101058,0.080589,3.220588
13,29,-0.958564,0.080589,2.517154
13,30,-0.958564,0.080589,2.517154
13,31,-0.017298,0.080589,1.320603
13,32,-0.017298,-0.843492,5.228539
13,33,-0.017298,0.080589,1.320603
13,34,-2.672769,0.080589,23.069374
13,35,-0.017298,0.080589,1.320603
13,36,-0.017298,0.080589,1.320603
13,37,-0.017298,0.080589,1.320603
13,38,2.993461,0.080589,10.230551
13,39,-0.017298,-3.947835,16.177058
13,40,-0.017298,0.080589,1.320603
13,41,-0.017298,0.080589,1.320603
13,42,-0.017298,0.013398,0.094896
13,43,0.024943,0.013398,0.158771
13,44,-0.017298,0.080589,1.320603
13,45,0.024943,0.080589,1.384479
13,46,-0.017298,0.080589,1.320603
13,47,-0.017298,0.080589,1.320603
13,48,-3.595402,0.080589,32.444798
13,49,4.229685,0.080589,27.878596
