Generation,Individual,x1,x2,Fitness
53,0,-1.020827,0.058982,1.809947
53,1,-1.020827,0.058982,1.809947
54,0,-1.020827,0.058982,1.809947
54,1,-1.020827,0.058982,1.809947
55,0,-1.020827,0.058982,1.809947
55,1,-1.020827,0.058982,1.809947
56,0,-1.020827,0.058982,1.809947
56,1,-1.020827,0.058982,1.809947
57,0,-1.020827,0.058982,1.809947
57,1,-1.020827,0.058982,1.809947
58,0,-1.020827,0.058982,1.809947
58,1,-1.020827,0.058982,1.809947
59,0,-1.020827,0.058982,1.809947
59,1,-1.020827,0.058982,1.809947
60,0,-1.020827,0.058982,1.809947
60,1,-1.020827,0.058982,1.809947
61,0,-1.020827,0.058982,1.809947
61,1,-1.020827,0.058982,1.809947
62,0,-1.020827,0.058982,1.809947
62,1,-1.020827,0.058982,1.809947
63,0,-1.020827,0.058982,1.809947
63,1,-1.020827,0.058982,1.809947
64,0,-1.020827,0.058982,1.809947
64,1,-1.020827,0.058982,1.809947
65,0,-1.020827,0.058982,1.809947
65,1,-1.020827,0.058982,1.809947
66,0,-1.020827,0.058982,1.809947
66,1,-1.020827,0.058982,1.809947
67,0,-1.020827,0.058982,1.809947
67,1,-1.020827,0.058982,1.809947
68,0,-1.020827,0.058982,1.809947
68,1,-1.020827,0.058982,1.809947
69,0,-1.020827,0.058982,1.809947
69,1,-1.020827,0.058982,1.809947
70,0,-1.020827,0.058982,1.809947
70,1,-1.020827,0.058982,1.809947
71,0,-1.020827,0.058982,1.809947
71,1,-1.020827,0.058982,1.809947
72,0,-1.020827,0.058982,1.809947
72,1,-1.020827,0.058982,1.809947
73,0,-1.020827,0.058982,1.809947
73,1,-1.020827,0.058982,1.809947
74,0,-1.020827,0.058982,1.809947
74,1,-1.020827,0.058982,1.809947
75,0,-1.020827,0.058982,1.809947
75,1,-1.020827,0.058982,1.809947
76,0,-1.020827,0.058982,1.809947
76,1,-1.020827,0.058982,1.809947
77,0,-1.020827,0.058982,1.809947
77,1,-1.020827,0.058982,1.809947
78,0,-1.020827,0.058982,1.809947
78,1,-1.020827,0.058982,1.809947
79,0,-1.020827,0.058982,1.809947
79,1,-1.020827,0.058982,1.809947
80,0,-1.020827,0.058982,1.809947
80,1,-1.020827,0.058982,1.809947
81,0,-1.020827,0.058982,1.809947
81,1,-1.020827,0.058982,1.809947
82,0,-1.020827,0.058982,1.809947
82,1,-1.020827,0.058982,1.809947
83,0,-1.020827,0.058982,1.809947
83,1,-1.020827,0.058982,1.809947
84,0,-1.020827,0.058982,1.809947
84,1,-1.020827,0.058982,1.809947
85,0,-1.020827,0.058982,1.809947
85,1,-1.020827,0.058982,1.809947
86,0,-1.020827,0.058982,1.809947
86,1,-1.020827,0.058982,1.809947
87,0,-1.020827,0.058982,1.809947
87,1,-1.020827,0.058982,1.809947
88,0,-1.020827,0.058982,1.809947
88,1,-1.020827,0.058982,1.809947
89,0,-1.020827,0.058982,1.809947
89,1,-1.020827,0.058982,1.809947
90,0,-1.020827,0.058982,1.809947
90,1,-1.020827,0.058982,1.809947
91,0,-1.020827,0.058982,1.809947
91,1,-1.020827,0.058982,1.809947
92,0,-1.020827,0.058982,1.809947
92,1,-1.020827,0.058982,1.809947
93,0,-1.020827,0.058982,1.809947
93,1,-1.020827,0.058982,1.809947
94,0,-1.020827,0.058982,1.809947
94,1,-1.020827,0.058982,1.809947
95,0,-1.020827,0.058982,1.809947
95,1,-1.020827,0.058982,1.809947
96,0,-1.020827,0.058982,1.809947
96,1,-1.020827,0.058982,1.809947
97,0,-1.020827,0.058982,1.809947
97,1,-1.020827,0.058982,1.809947
98,0,-1.020827,0.058982,1.809947
98,1,-1.020827,0.058982,1.809947
99,0,-1.020827,0.058982,1.809947
99,1,-1.020827,0.058982,1.809947
100,0,-1.020827,0.058982,1.809947
100,1,-1.020827,0.058982,1.809947
101,0,-1.020827,0.058982,1.809947
101,1,-1.020827,0.058982,1.809947
102,0,-1.020827,0.058982,1.809947
102,1,-1.020827,0.058982,1.809947
103,0,-1.020827,0.058982,1.809947
103,1,-1.020827,0.058982,1.809947
104,0,-1.020827,0.058982,1.809947
104,1,-1.020827,0.058982,1.809947
105,0,-1.020827,0.058982,1.809947
105,1,-1.020827,0.058982,1.809947
106,0,-1.020827,0.058982,1.809947
106,1,-1.020827,0.058982,1.809947
107,0,-1.020827,0.058982,1.809947
107,1,-1.020827,0.058982,1.809947
108,0,-1.020827,0.058982,1.809947
108,1,-1.020827,0.058982,1.809947
109,0,-1.020827,0.058982,1.809947
109,1,-1.020827,0.058982,1.809947
110,0,-1.020827,0.058982,1.809947
110,1,-1.020827,0.058982,1.809947
111,0,-1.020827,0.058982,1.809947
111,1,-1.020827,0.058982,1.809947
112,0,-1.020827,0.058982,1.809947
112,1,-1.020827,0.058982,1.809947
113,0,-1.020827,0.058982,1.809947
113,1,-1.020827,0.058982,1.809947
114,0,-1.020827,0.058982,1.809947
114,1,-1.020827,0.058982,1.809947
115,0,-1.020827,0.058982,1.809947
115,1,-1.020827,0.058982,1.809947
116,0,-1.020827,0.058982,1.809947
116,1,-1.020827,0.058982,1.809947
117,0,-1.020827,0.058982,1.809947
117,1,-1.020827,0.058982,1.809947
118,0,-1.020827,0.058982,1.809947
118,1,-1.020827,0.058982,1.809947
119,0,-1.020827,0.058982,1.809947
119,1,-1.020827,0.058982,1.809947
120,0,-1.020827,0.058982,1.809947
120,1,-1.020827,0.058982,1.809947
121,0,-1.020827,0.058982,1.809947
121,1,-1.020827,0.058982,1.809947
122,0,-1.020827,0.058982,1.809947
122,1,-1.020827,0.058982,1.809947
123,0,-1.020827,0.058982,1.809947
123,1,-1.020827,0.058982,1.809947
124,0,-1.020827,0.058982,1.809947
124,1,-1.020827,0.058982,1.809947
125,0,-1.020827,0.058982,1.809947
125,1,-1.020827,0.058982,1.809947
126,0,-1.020827,0.058982,1.809947
126,1,-1.020827,0.058982,1.809947
127,0,-1.020827,0.058982,1.809947
127,1,-1.020827,0.058982,1.809947
128,0,-1.020827,0.058982,1.809947
128,1,-1.020827,0.058982,1.809947
129,0,-1.020827,0.058982,1.809947
129,1,-1.020827,0.058982,1.809947
130,0,-1.020827,0.058982,1.809947
130,1,-1.020827,0.058982,1.809947
131,0,-1.020827,0.058982,1.809947
131,1,-1.020827,0.058982,1.809947
132,0,-1.020827,0.058982,1.809947
132,1,-1.020827,0.058982,1.809947
133,0,-1.020827,0.058982,1.809947
133,1,-1.020827,0.058982,1.809947
134,0,-1.020827,0.058982,1.809947
134,1,-1.020827,0.058982,1.809947
135,0,-1.020827,0.058982,1.809947
135,1,-1.020827,0.058982,1.809947
136,0,-1.020827,0.058982,1.809947
136,1,-1.020827,0.058982,1.809947
137,0,-1.020827,0.058982,1.809947
137,1,-1.020827,0.058982,1.809947
138,0,-1.020827,0.058982,1.809947
138,1,-1.020827,0.058982,1.809947
139,0,-1.020827,0.058982,1.809947
139,1,-1.020827,0.058982,1.809947
140,0,-1.020827,0.058982,1.809947
140,1,-1.020827,0.058982,1.809947
141,0,-1.020827,0.058982,1.809947
141,1,-1.020827,0.058982,1.809947
142,0,-1.020827,0.058982,1.809947
142,1,-1.020827,0.058982,1.809947
143,0,-1.020827,0.058982,1.809947
143,1,-1.020827,0.058982,1.809947
144,0,-1.020827,0.058982,1.809947
144,1,-1.020827,0.058982,1.809947
145,0,-1.020827,0.058982,1.809947
145,1,-1.020827,0.058982,1.809947
146,0,-1.020827,0.051569,1.650611
146,1,-1.020827,0.051569,1.650611
147,0,-1.020827,0.051569,1.650611
147,1,-1.020827,0.051569,1.650611
148,0,-1.020827,0.051569,1.650611
148,1,-1.020827,0.051569,1.650611
149,0,-1.020827,0.051569,1.650611
149,1,-1.020827,0.051569,1.650611
150,0,-1.020827,0.051569,1.650611
150,1,-1.020827,0.051569,1.650611
151,0,-1.020827,0.051569,1.650611
151,1,-1.020827,0.051569,1.650611
152,0,-1.020827,0.051569,1.650611
152,1,-1.020827,0.051569,1.650611
153,0,-1.020827,0.051569,1.650611
153,1,-1.020827,0.051569,1.650611
154,0,-1.020827,0.051569,1.650611
154,1,-1.020827,0.051569,1.650611
155,0,-1.020827,0.051569,1.650611
155,1,-1.020827,0.051569,1.650611
156,0,-1.020827,0.051569,1.650611
156,1,-1.020827,0.051569,1.650611
157,0,-1.020827,0.051569,1.650611
157,1,-1.020827,0.051569,1.650611
158,0,-1.020827,0.051569,1.650611
158,1,-1.020827,0.051569,1.650611
159,0,-1.020827,0.051569,1.650611
159,1,-1.020827,0.051569,1.650611
160,0,-1.020827,0.051569,1.650611
160,1,-1.020827,0.051569,1.650611
161,0,-1.020827,0.051569,1.650611
161,1,-1.020827,0.051569,1.650611
162,0,-1.020827,0.051569,1.650611
162,1,-1.020827,0.051569,1.650611
163,0,-1.020827,0.051569,1.650611
163,1,-1.020827,0.051569,1.650611
164,0,-1.020827,0.051569,1.650611
164,1,-1.020827,0.051569,1.650611
165,0,-1.020827,0.051569,1.650611
165,1,-1.020827,0.051569,1.650611
166,0,-1.020827,0.051569,1.650611
166,1,-1.020827,0.051569,1.650611
167,0,-1.020827,0.051569,1.650611
167,1,-1.020827,0.051569,1.650611
168,0,-1.020827,0.051569,1.650611
168,1,-1.020827,0.051569,1.650611
169,0,-1.020827,0.051569,1.650611
169,1,-1.020827,0.051569,1.650611
170,0,-1.020827,0.051569,1.650611
170,1,-1.020827,0.051569,1.650611
171,0,-1.020827,0.051569,1.650611
171,1,-1.020827,0.051569,1.650611
172,0,-1.020827,0.051569,1.650611
172,1,-1.020827,0.051569,1.650611
173,0,-1.020827,0.051569,1.650611
173,1,-1.020827,0.051569,1.650611
174,0,-1.020827,0.051569,1.650611
174,1,-1.020827,0.051569,1.650611
175,0,-1.020827,0.051569,1.650611
175,1,-1.020827,0.051569,1.650611
176,0,-1.020827,0.051569,1.650611
176,1,-1.020827,0.051569,1.650611
177,0,-1.020827,0.051569,1.650611
177,1,-1.020827,0.051569,1.650611
178,0,-1.020827,0.051569,1.650611
178,1,-1.020827,0.051569,1.650611
179,0,-1.020827,0.051569,1.650611
179,1,-1.020827,0.051569,1.650611
180,0,-1.020827,0.051569,1.650611
180,1,-1.020827,0.051569,1.650611
181,0,-1.020827,0.051569,1.650611
181,1,-1.020827,0.051569,1.650611
182,0,-1.020827,0.051569,1.650611
182,1,-1.020827,0.051569,1.650611
183,0,-1.020827,0.051569,1.650611
183,1,-1.020827,0.051569,1.650611
184,0,-1.020827,0.051569,1.650611
184,1,-1.020827,0.051569,1.650611
185,0,-1.020827,0.051569,1.650611
185,1,-1.020827,0.051569,1.650611
186,0,-1.020827,0.051569,1.650611
186,1,-1.020827,0.051569,1.650611
187,0,-1.020827,0.051569,1.650611
187,1,-1.020827,0.051569,1.650611
188,0,-1.020827,0.051569,1.650611
188,1,-1.020827,0.051569,1.650611
189,0,-1.020827,0.051569,1.650611
189,1,-1.020827,0.051569,1.650611
190,0,-1.020827,0.051569,1.650611
190,1,-1.020827,0.051569,1.650611
191,0,-1.020827,0.051569,1.650611
191,1,-1.020827,0.051569,1.650611
192,0,-1.020827,0.051569,1.650611
192,1,-1.020827,0.051569,1.650611
193,0,-1.020827,0.051569,1.650611
193,1,-1.020827,0.051569,1.650611
194,0,-1.020827,0.051569,1.650611
194,1,-1.020827,0.051569,1.650611
195,0,-1.020827,0.051569,1.650611
195,1,-1.020827,0.051569,1.650611
196,0,-1.020827,0.051569,1.650611
196,1,-1.020827,0.051569,1.650611
197,0,-1.020827,0.051569,1.650611
197,1,-1.020827,0.051569,1.650611
198,0,-1.020827,0.051569,1.650611
198,1,-1.020827,0.051569,1.650611
199,0,-1.020827,0.051569,1.650611
199,1,-1.020827,0.051569,1.650611
200,0,-1.020827,0.051569,1.650611
200,1,-1.020827,0.051569,1.650611
201,0,-1.020827,0.051569,1.650611
201,1,-1.020827,0.051569,1.650611
202,0,-1.020827,0.051569,1.650611
202,1,-1.020827,0.051569,1.650611
203,0,-1.020827,0.051569,1.650611
203,1,-1.020827,0.051569,1.650611
204,0,-1.020827,0.051569,1.650611
204,1,-1.020827,0.051569,1.650611
205,0,-1.020827,0.051569,1.650611
205,1,-1.020827,0.051569,1.650611
206,0,-1.020827,0.051569,1.650611
206,1,-1.020827,0.051569,1.650611
207,0,-1.020827,0.051569,1.650611
207,1,-1.020827,0.051569,1.650611
208,0,-1.020827,0.051569,1.650611
208,1,-1.020827,0.051569,1.650611
209,0,-1.020827,0.051569,1.650611
209,1,-1.020827,0.051569,1.650611
210,0,-1.020827,0.051569,1.650611
210,1,-1.020827,0.051569,1.650611
211,0,-1.020827,0.051569,1.650611
211,1,-1.020827,0.051569,1.650611
212,0,-1.020827,0.051569,1.650611
212,1,-1.020827,0.051569,1.650611
213,0,-1.020827,0.051569,1.650611
213,1,-1.020827,0.051569,1.650611
214,0,-1.020827,0.051569,1.650611
214,1,-1.020827,0.051569,1.650611
215,0,-1.020827,0.051569,1.650611
215,1,-1.020827,0.051569,1.650611
216,0,-1.020827,0.051569,1.650611
216,1,-1.020827,0.051569,1.650611
217,0,-1.020827,0.051569,1.650611
217,1,-1.020827,0.051569,1.650611
218,0,-1.020827,0.051569,1.650611
218,1,-1.020827,0.051569,1.650611
219,0,-1.020827,0.051569,1.650611
219,1,-1.020827,0.051569,1.650611
220,0,-1.020827,0.051569,1.650611
220,1,-1.020827,0.051569,1.650611
221,0,-1.020827,0.051569,1.650611
221,1,-1.020827,0.051569,1.650611
222,0,-1.020827,0.051569,1.650611
222,1,-1.020827,0.051569,1.650611
223,0,-1.020827,0.051569,1.650611
223,1,-1.020827,0.051569,1.650611
224,0,-1.020827,0.051569,1.650611
224,1,-1.020827,0.051569,1.650611
225,0,-1.020827,0.051569,1.650611
225,1,-1.020827,0.051569,1.650611
226,0,-1.020827,0.051569,1.650611
226,1,-1.020827,0.051569,1.650611
227,0,-1.020827,0.051569,1.650611
227,1,-1.020827,0.051569,1.650611
228,0,-1.020827,0.051569,1.650611
228,1,-1.020827,0.051569,1.650611
229,0,-1.020827,0.051569,1.650611
229,1,-1.020827,0.051569,1.650611
230,0,-1.020827,0.051569,1.650611
230,1,-1.020827,0.051569,1.650611
231,0,-1.020827,0.051569,1.650611
231,1,-1.020827,0.051569,1.650611
232,0,-1.020827,0.051569,1.650611
232,1,-1.020827,0.051569,1.650611
233,0,-1.020827,0.051569,1.650611
233,1,-1.020827,0.051569,1.650611
234,0,-1.020827,0.051569,1.650611
234,1,-1.020827,0.051569,1.650611
235,0,-1.020827,0.051569,1.650611
235,1,-1.020827,0.051569,1.650611
236,0,-1.020827,0.051569,1.650611
236,1,-1.020827,0.051569,1.650611
237,0,-1.020827,0.051569,1.650611
237,1,-1.020827,0.051569,1.650611
238,0,-1.020827,0.051569,1.650611
238,1,-1.020827,0.051569,1.650611
239,0,-1.020827,0.051569,1.650611
239,1,-1.020827,0.051569,1.650611
240,0,-1.020827,0.051569,1.650611
240,1,-1.020827,0.051569,1.650611
241,0,-1.020827,0.051569,1.650611
241,1,-1.020827,0.051569,1.650611
242,0,-1.020827,0.051569,1.650611
242,1,-1.020827,0.051569,1.650611
243,0,-1.020827,0.051569,1.650611
243,1,-1.020827,0.051569,1.650611
244,0,-1.020827,0.051569,1.650611
244,1,-1.020827,0.051569,1.650611
245,0,-1.020827,0.051569,1.650611
245,1,-1.020827,0.051569,1.650611
246,0,-1.020827,0.051569,1.650611
246,1,-1.020827,0.051569,1.650611
247,0,-1.020827,0.051569,1.650611
247,1,-1.020827,0.051569,1.650611
248,0,-1.020827,0.051569,1.650611
248,1,-1.020827,0.051569,1.650611
249,0,-1.020827,0.051569,1.650611
249,1,-1.020827,0.051569,1.650611
250,0,-1.020827,0.051569,1.650611
250,1,-1.020827,0.051569,1.650611
251,0,-1.020827,0.051569,1.650611
251,1,-1.020827,0.051569,1.650611
252,0,-1.020827,0.051569,1.650611
252,1,-1.020827,0.051569,1.650611
253,0,-1.020827,0.051569,1.650611
253,1,-1.020827,0.051569,1.650611
254,0,-1.020827,0.051569,1.650611
254,1,-1.020827,0.051569,1.650611
255,0,-1.020827,0.051569,1.650611
255,1,-1.020827,0.051569,1.650611
256,0,-1.020827,0.051569,1.650611
256,1,-1.020827,0.051569,1.650611
257,0,-1.020827,0.051569,1.650611
257,1,-1.020827,0.051569,1.650611
258,0,-1.020827,0.051569,1.650611
258,1,-1.020827,0.051569,1.650611
259,0,-1.020827,0.051569,1.650611
259,1,-1.020827,0.051569,1.650611
260,0,-1.020827,0.051569,1.650611
260,1,-1.020827,0.051569,1.650611
261,0,-1.020827,0.051569,1.650611
261,1,-1.020827,0.051569,1.650611
262,0,-1.020827,0.051569,1.650611
262,1,-1.020827,0.051569,1.650611
263,0,-1.020827,0.051569,1.650611
263,1,-1.020827,0.051569,1.650611
264,0,-1.020827,0.051569,1.650611
264,1,-1.020827,0.051569,1.650611
265,0,-1.020827,0.051569,1.650611
265,1,-1.020827,0.051569,1.650611
266,0,-1.020827,0.051569,1.650611
266,1,-1.020827,0.051569,1.650611
267,0,-1.003089,0.051569,1.531093
267,1,-1.003089,0.051569,1.531093
268,0,-1.003089,0.051569,1.531093
268,1,-1.003089,0.051569,1.531093
269,0,-1.003089,0.051569,1.531093
269,1,-1.003089,0.051569,1.531093
270,0,-1.003089,0.051569,1.531093
270,1,-1.003089,0.051569,1.531093
271,0,-1.003089,0.051569,1.531093
271,1,-1.003089,0.051569,1.531093
272,0,-1.003089,0.051569,1.531093
272,1,-1.003089,0.051569,1.531093
273,0,-1.003089,0.051569,1.531093
273,1,-1.003089,0.051569,1.531093
274,0,-1.003089,0.051569,1.531093
274,1,-1.003089,0.051569,1.531093
275,0,-1.003089,0.051569,1.531093
275,1,-1.003089,0.051569,1.531093
276,0,-1.003089,0.051569,1.531093
276,1,-1.003089,0.051569,1.531093
277,0,-1.003089,0.051569,1.531093
277,1,-1.003089,0.051569,1.531093
278,0,-1.003089,0.051569,1.531093
278,1,-1.003089,0.051569,1.531093
279,0,-1.003089,0.051569,1.531093
279,1,-1.003089,0.051569,1.531093
280,0,-1.003089,0.051569,1.531093
280,1,-1.003089,0.051569,1.531093
281,0,-1.003089,0.051569,1.531093
281,1,-1.003089,0.051569,1.531093
282,0,-1.003089,0.051569,1.531093
282,1,-1.003089,0.051569,1.531093
283,0,-1.003089,0.051569,1.531093
283,1,-1.003089,0.051569,1.531093
284,0,-1.003089,0.051569,1.531093
284,1,-1.003089,0.051569,1.531093
285,0,-1.003089,0.051569,1.531093
285,1,-1.003089,0.051569,1.531093
286,0,-1.003089,0.051569,1.531093
286,1,-1.003089,0.051569,1.531093
287,0,-1.003089,0.051569,1.531093
287,1,-1.003089,0.051569,1.531093
288,0,-1.003089,-0.000182,1.008078
288,1,-1.003089,-0.000182,1.008078
289,0,-1.003089,-0.000182,1.008078
289,1,-1.003089,-0.000182,1.008078
290,0,-1.003089,-0.000182,1.008078
290,1,-1.003089,-0.000182,1.008078
291,0,-1.003089,-0.000182,1.008078
291,1,-1.003089,-0.000182,1.008078
292,0,-1.003089,-0.000182,1.008078
292,1,-1.003089,-0.000182,1.008078
293,0,-1.003089,-0.000182,1.008078
293,1,-1.003089,-0.000182,1.008078
294,0,-1.003089,-0.000182,1.008078
294,1,-1.003089,-0.000182,1.008078
295,0,-1.003089,-0.000182,1.008078
295,1,-1.003089,-0.000182,1.008078
296,0,-1.003089,-0.000182,1.008078
296,1,-1.003089,-0.000182,1.008078
297,0,-1.003089,-0.000182,1.008078
297,1,-1.003089,-0.000182,1.008078
298,0,-1.003089,-0.000182,1.008078
298,1,-1.003089,-0.000182,1.008078
299,0,-1.003089,-0.000182,1.008078
299,1,-1.003089,-0.000182,1.008078
300,0,-1.003089,-0.000182,1.008078
300,1,-1.003089,-0.000182,1.008078
301,0,-1.003089,-0.000182,1.008078
301,1,-1.003089,-0.000182,1.008078
302,0,-1.003089,-0.000182,1.008078
302,1,-1.003089,-0.000182,1.008078
303,0,-1.003089,-0.000182,1.008078
303,1,-1.003089,-0.000182,1.008078
304,0,-1.003089,-0.000182,1.008078
304,1,-1.003089,-0.000182,1.008078
305,0,-1.003089,-0.000182,1.008078
305,1,-1.003089,-0.000182,1.008078
306,0,-1.003089,-0.000182,1.008078
306,1,-1.003089,-0.000182,1.008078
307,0,-1.003089,-0.000182,1.008078
307,1,-1.003089,-0.000182,1.008078
308,0,-1.003089,-0.000182,1.008078
308,1,-1.003089,-0.000182,1.008078
309,0,-1.003089,-0.000182,1.008078
309,1,-1.003089,-0.000182,1.008078
310,0,-1.003089,-0.000182,1.008078
310,1,-1.003089,-0.000182,1.008078
311,0,-1.003089,-0.000182,1.008078
311,1,-1.003089,-0.000182,1.008078
312,0,-1.003089,-0.000182,1.008078
312,1,-1.003089,-0.000182,1.008078
313,0,-1.003089,-0.000182,1.008078
313,1,-1.003089,-0.000182,1.008078
314,0,-1.003089,-0.000182,1.008078
314,1,-1.003089,-0.000182,1.008078
315,0,-1.003089,-0.000182,1.008078
315,1,-1.003089,-0.000182,1.008078
316,0,-1.003089,-0.000182,1.008078
316,1,-1.003089,-0.000182,1.008078
317,0,-1.003089,-0.000182,1.008078
317,1,-1.003089,-0.000182,1.008078
318,0,-1.003089,-0.000182,1.008078
318,1,-1.003089,-0.000182,1.008078
319,0,-1.003089,-0.000182,1.008078
319,1,-1.003089,-0.000182,1.008078
320,0,-1.003089,-0.000182,1.008078
320,1,-1.003089,-0.000182,1.008078
321,0,-1.003089,-0.000182,1.008078
321,1,-1.003089,-0.000182,1.008078
322,0,-1.003089,-0.000182,1.008078
322,1,-1.003089,-0.000182,1.008078
323,0,-1.003089,-0.000182,1.008078
323,1,-1.003089,-0.000182,1.008078
324,0,-1.003089,-0.000182,1.008078
324,1,-1.003089,-0.000182,1.008078
325,0,-1.003089,-0.000182,1.008078
325,1,-1.003089,-0.000182,1.008078
326,0,-1.003089,-0.000182,1.008078
326,1,-1.003089,-0.000182,1.008078
327,0,-1.003089,-0.000182,1.008078
327,1,-1.003089,-0.000182,1.008078
328,0,-1.003089,-0.000182,1.008078
328,1,-1.003089,-0.000182,1.008078
329,0,-1.003089,-0.000182,1.008078
329,1,-1.003089,-0.000182,1.008078
330,0,-1.003089,-0.000182,1.008078
330,1,-1.003089,-0.000182,1.008078
331,0,-1.003089,-0.000182,1.008078
331,1,-1.003089,-0.000182,1.008078
332,0,-1.003089,-0.000182,1.008078
332,1,-1.003089,-0.000182,1.008078
333,0,-1.003089,-0.000182,1.008078
333,1,-1.003089,-0.000182,1.008078
334,0,-1.003089,-0.000182,1.008078
334,1,-1.003089,-0.000182,1.008078
335,0,-1.003089,-0.000182,1.008078
335,1,-1.003089,-0.000182,1.008078
336,0,-1.003089,-0.000182,1.008078
336,1,-1.003089,-0.000182,1.008078
337,0,-1.003089,-0.000182,1.008078
337,1,-1.003089,-0.000182,1.008078
338,0,-1.003089,-0.000182,1.008078
338,1,-1.003089,-0.000182,1.008078
339,0,-1.003089,-0.000182,1.008078
339,1,-1.003089,-0.000182,1.008078
340,0,-1.003089,-0.000182,1.008078
340,1,-1.003089,-0.000182,1.008078
341,0,-1.003089,-0.000182,1.008078
341,1,-1.003089,-0.000182,1.008078
342,0,-1.003089,-0.000182,1.008078
342,1,-1.003089,-0.000182,1.008078
343,0,-1.003089,-0.000182,1.008078
343,1,-1.003089,-0.000182,1.008078
344,0,-1.003089,-0.000182,1.008078
344,1,-1.003089,-0.000182,1.008078
345,0,-1.003089,-0.000182,1.008078
345,1,-1.003089,-0.000182,1.008078
